run_id,wafer_id,thickness_mean_nm,wiwnu_pct,thickness_range_nm,dishing_nm,erosion_pct,particle_count_ge_50nm,scratch_count,electrical_res_ohm,leakage_na,yield_flag
RUN-003109,W-RUN-003109,821.42,3.217,22.95,10.88,3.123,37,1,0.017115,4.288,1
RUN-003110,W-RUN-003110,815.14,3.24,20.76,13.84,2.11,48,0,0.016757,6.415,1
RUN-003111,W-RUN-003111,817.7,3.143,20.68,18.12,2.6,74,1,0.016618,5.279,1
RUN-003112,W-RUN-003112,811.16,3.241,21.89,12.4,2.849,37,0,0.016212,4.637,1
RUN-003113,W-RUN-003113,810.98,3.237,21.77,15.6,3.379,39,1,0.016148,4.163,1
RUN-003114,W-RUN-003114,809.03,3.181,20.77,9.49,1.79,42,1,0.015773,4.352,1
RUN-003115,W-RUN-003115,299.91,3.23,21.71,12.4,2.781,42,1,0.014966,6.16,1
RUN-003116,W-RUN-003116,317.97,3.27,23.8,12.27,2.637,44,1,0.016698,2.171,1
RUN-003117,W-RUN-003117,306.22,3.224,15.1,12.57,2.372,46,1,0.015655,6.591,1
RUN-003118,W-RUN-003118,814.27,3.206,21.08,8.81,2.406,35,2,0.016212,6.514,1
RUN-003119,W-RUN-003119,305.54,3.221,19.3,11.45,3.969,65,0,0.015589,6.683,1
RUN-003120,W-RUN-003120,794.25,3.245,21.82,14.86,3.505,65,2,0.014445,5.614,1
RUN-003121,W-RUN-003121,313.51,3.239,13.8,16.07,2.501,61,1,0.016536,6.074,1
RUN-003122,W-RUN-003122,302.78,3.301,20.78,11.54,2.998,66,2,0.015265,6.216,1
RUN-003123,W-RUN-003123,801.27,3.242,21.99,12.86,2.61,59,2,0.015102,5.468,1
RUN-003124,W-RUN-003124,304.56,3.228,23.78,18.74,4.083,52,3,0.015525,4.779,1
RUN-003125,W-RUN-003125,307.81,3.232,21.88,18.97,2.612,50,0,0.015739,6.736,1
RUN-003126,W-RUN-003126,311.47,3.145,19.78,11.85,1.535,70,0,0.016175,6.834,1
RUN-003127,W-RUN-003127,810.92,3.174,19.51,23.34,3.998,60,3,0.016202,4.827,1
RUN-003128,W-RUN-003128,802.18,3.245,20.63,18.28,3.291,39,1,0.015171,3.59,1
RUN-003129,W-RUN-003129,310.14,3.214,23.09,9.05,1.846,63,4,0.015982,6.257,1
RUN-003130,W-RUN-003130,799.74,3.174,18.7,20.91,2.913,42,0,0.014908,4.35,1
RUN-003131,W-RUN-003131,327.47,3.209,22.57,20.93,3.532,57,1,0.017767,5.606,1
RUN-003132,W-RUN-003132,811.28,3.253,23.21,17.91,4.106,67,1,0.016086,3.919,1
RUN-003133,W-RUN-003133,810.6,3.227,23.22,20.86,3.809,62,2,0.01597,5.73,1
RUN-003134,W-RUN-003134,321.1,3.162,15.15,18.22,3.936,82,2,0.017076,5.291,0
RUN-003135,W-RUN-003135,804.36,3.271,17.85,16.09,2.502,71,3,0.015567,4.814,1
RUN-003136,W-RUN-003136,807.4,3.189,20.7,15.49,2.788,68,2,0.015615,4.554,1
RUN-003137,W-RUN-003137,318.8,3.284,21.13,16.8,2.449,70,3,0.017013,4.586,1
RUN-003138,W-RUN-003138,317.78,3.24,19.64,17.43,2.793,61,1,0.016588,4.77,1
RUN-003139,W-RUN-003139,324.66,3.223,21.56,21.94,4.038,63,3,0.017579,4.292,1
RUN-003140,W-RUN-003140,817.37,3.196,21.43,15.7,3.893,60,1,0.016935,7.511,1
RUN-003141,W-RUN-003141,279.38,3.213,23.11,8.81,1.572,60,3,0.012935,6.834,1
RUN-003142,W-RUN-003142,793.64,3.266,21.31,7.46,1.131,68,1,0.014305,4.187,1
RUN-003143,W-RUN-003143,792.8,3.214,20.56,0.0,2.729,57,3,0.014171,6.092,1
RUN-003144,W-RUN-003144,804.98,3.197,19.16,9.99,2.14,50,2,0.015489,7.304,1
RUN-003145,W-RUN-003145,314.28,3.253,21.39,13.84,3.01,46,1,0.016598,4.542,1
RUN-003146,W-RUN-003146,309.63,3.199,24.37,14.81,3.204,50,2,0.015942,4.129,1
RUN-003147,W-RUN-003147,816.52,3.266,22.19,11.64,3.311,45,1,0.016769,5.201,1
RUN-003148,W-RUN-003148,302.49,3.289,23.34,13.11,2.412,64,2,0.015352,5.956,1
RUN-003149,W-RUN-003149,806.28,3.255,27.01,21.35,4.274,58,1,0.015688,5.746,1
RUN-003150,W-RUN-003150,809.05,3.239,27.41,15.17,2.988,73,0,0.015923,6.146,1
RUN-003151,W-RUN-003151,298.27,3.263,16.17,5.12,1.857,64,1,0.014736,5.189,1
RUN-003152,W-RUN-003152,304.47,3.216,19.86,12.52,2.595,56,3,0.015536,6.683,1
RUN-003153,W-RUN-003153,311.61,3.201,22.2,17.87,2.417,58,0,0.016201,4.811,1
RUN-003154,W-RUN-003154,312.19,3.158,20.22,13.67,3.254,34,0,0.016229,5.703,1
RUN-003155,W-RUN-003155,790.68,3.142,19.39,4.51,2.25,36,4,0.014295,1.176,1
RUN-003156,W-RUN-003156,786.05,3.23,23.89,7.14,2.909,45,1,0.013692,2.703,1
RUN-003157,W-RUN-003157,812.29,3.247,15.92,10.44,2.802,51,3,0.016362,4.766,1
RUN-003158,W-RUN-003158,317.89,3.186,14.38,13.67,2.214,59,0,0.016788,4.553,1
RUN-003159,W-RUN-003159,795.69,3.213,22.6,18.07,3.625,52,2,0.014697,3.491,1
RUN-003160,W-RUN-003160,297.87,3.261,20.96,7.01,2.939,46,2,0.014552,7.986,1
RUN-003161,W-RUN-003161,312.44,3.187,22.56,17.92,2.612,43,0,0.01636,5.593,1
RUN-003162,W-RUN-003162,816.02,3.188,21.96,17.28,3.904,41,4,0.016449,6.95,1
RUN-003163,W-RUN-003163,817.35,3.201,25.62,6.57,1.815,62,2,0.016708,6.39,1
RUN-003164,W-RUN-003164,805.8,3.218,21.84,20.51,3.391,51,0,0.015655,4.847,1
RUN-003165,W-RUN-003165,814.36,3.225,19.24,11.55,3.254,45,2,0.016345,4.623,1
RUN-003166,W-RUN-003166,310.5,3.185,24.7,16.94,2.285,52,1,0.016078,6.16,1
RUN-003167,W-RUN-003167,305.99,3.204,24.12,17.52,3.656,90,0,0.015519,2.97,0
RUN-003168,W-RUN-003168,313.73,3.223,12.13,17.94,1.774,42,0,0.016471,9.036,1
RUN-003169,W-RUN-003169,292.21,3.294,17.3,6.01,1.946,70,2,0.014352,5.642,1
RUN-003170,W-RUN-003170,797.29,3.174,19.39,4.04,2.528,81,0,0.014773,5.35,0
RUN-003171,W-RUN-003171,829.56,3.183,21.35,20.44,3.757,54,0,0.017848,5.315,1
RUN-003172,W-RUN-003172,812.63,3.196,20.15,16.76,4.083,49,0,0.01639,4.085,1
RUN-003173,W-RUN-003173,818.24,3.255,21.26,17.15,3.306,74,0,0.016727,6.705,1
RUN-003174,W-RUN-003174,811.13,3.323,17.52,9.84,3.397,60,1,0.016117,3.205,1
RUN-003175,W-RUN-003175,314.97,3.247,19.03,19.51,3.608,40,1,0.016431,4.961,1
RUN-003176,W-RUN-003176,295.16,3.291,19.42,19.71,2.632,58,4,0.014459,4.611,1
RUN-003177,W-RUN-003177,296.37,3.17,21.67,10.72,1.797,36,1,0.0147,4.536,1
RUN-003178,W-RUN-003178,799.91,3.215,24.04,17.93,3.995,48,3,0.015054,4.334,1
RUN-003179,W-RUN-003179,327.66,3.172,22.37,17.1,2.33,38,3,0.017896,7.754,1
RUN-003180,W-RUN-003180,808.53,3.294,17.61,15.62,4.326,46,3,0.015872,6.485,1
RUN-003181,W-RUN-003181,810.23,3.268,14.62,19.64,3.504,53,2,0.016008,5.918,1
RUN-003182,W-RUN-003182,314.48,3.19,17.92,10.8,2.192,55,3,0.016381,5.562,1
RUN-003183,W-RUN-003183,309.46,3.261,19.37,11.68,3.242,35,3,0.015859,6.588,1
RUN-003184,W-RUN-003184,805.31,3.224,15.82,16.39,3.879,72,0,0.015666,5.264,1
RUN-003185,W-RUN-003185,314.61,3.169,19.57,2.26,1.142,38,1,0.016425,8.978,1
RUN-003186,W-RUN-003186,306.05,3.182,16.04,16.8,3.117,45,1,0.015462,6.124,1
RUN-003187,W-RUN-003187,308.09,3.176,18.59,15.58,2.757,52,1,0.015841,6.536,1
RUN-003188,W-RUN-003188,323.86,3.207,19.49,10.44,2.352,65,0,0.017188,4.458,1
RUN-003189,W-RUN-003189,304.25,3.197,16.7,13.01,2.411,45,2,0.015333,3.281,1
RUN-003190,W-RUN-003190,295.79,3.199,21.3,13.53,2.682,51,2,0.014565,3.298,1
RUN-003191,W-RUN-003191,801.83,3.171,21.06,11.28,2.976,38,3,0.015188,3.823,1
RUN-003192,W-RUN-003192,307.37,3.203,24.34,10.44,2.095,61,1,0.015708,5.002,1
RUN-003193,W-RUN-003193,314.71,3.224,25.24,8.55,1.653,43,3,0.016568,7.005,1
RUN-003194,W-RUN-003194,303.92,3.159,15.08,11.2,2.818,52,2,0.015499,7.926,1
RUN-003195,W-RUN-003195,318.24,3.246,24.02,16.81,2.54,71,2,0.016808,6.118,1
RUN-003196,W-RUN-003196,818.07,3.178,20.95,7.29,3.992,57,0,0.016623,3.158,1
RUN-003197,W-RUN-003197,812.47,3.153,22.37,18.98,2.983,31,2,0.016344,4.034,1
RUN-003198,W-RUN-003198,310.62,3.229,18.99,10.62,2.214,51,7,0.016017,7.395,1
RUN-003199,W-RUN-003199,309.36,3.201,18.24,16.91,3.126,66,2,0.016102,2.687,1
RUN-003200,W-RUN-003200,803.09,3.202,19.51,9.57,3.569,34,3,0.015466,4.591,1
RUN-003201,W-RUN-003201,305.12,3.238,20.14,17.95,4.261,64,2,0.015447,6.922,1
RUN-003202,W-RUN-003202,294.6,3.241,24.47,11.29,2.541,63,3,0.014443,3.517,1
RUN-003203,W-RUN-003203,828.46,3.185,15.97,16.83,4.8,57,4,0.017745,10.185,1
RUN-003204,W-RUN-003204,799.96,3.193,24.09,14.18,2.222,51,2,0.014815,6.553,1
RUN-003205,W-RUN-003205,307.63,3.208,21.96,14.68,3.241,70,1,0.015857,7.427,1
RUN-003206,W-RUN-003206,291.24,3.353,20.41,9.84,2.5,71,0,0.014337,4.579,1
RUN-003207,W-RUN-003207,797.91,3.236,18.05,13.1,2.965,33,1,0.014854,4.532,1
RUN-003208,W-RUN-003208,300.37,3.182,27.13,7.44,1.993,40,0,0.015056,3.26,1
RUN-003209,W-RUN-003209,811.12,3.168,15.95,8.87,2.538,54,2,0.01611,5.879,1
RUN-003210,W-RUN-003210,306.88,3.196,20.35,13.82,2.613,41,4,0.015784,7.374,1
RUN-003211,W-RUN-003211,813.16,3.197,22.6,15.9,3.268,77,3,0.016167,3.97,1
RUN-003212,W-RUN-003212,297.26,3.196,18.77,20.44,2.302,47,1,0.014763,4.087,1
RUN-003213,W-RUN-003213,307.34,3.178,18.54,16.69,2.517,44,3,0.015799,6.286,1
RUN-003214,W-RUN-003214,319.05,3.204,24.45,16.75,2.432,69,1,0.016998,3.84,1
RUN-003215,W-RUN-003215,305.26,3.214,24.91,8.86,2.137,71,3,0.015528,4.758,1
RUN-003216,W-RUN-003216,300.74,3.251,18.85,14.22,3.828,81,1,0.014967,4.415,0
RUN-003217,W-RUN-003217,312.88,3.299,18.03,16.25,3.288,62,2,0.016254,7.29,1
RUN-003218,W-RUN-003218,299.33,3.294,21.28,14.72,3.144,57,3,0.014936,3.318,1
RUN-003219,W-RUN-003219,325.32,3.203,15.74,15.75,3.26,73,2,0.017651,4.911,1
RUN-003220,W-RUN-003220,301.33,3.25,21.21,9.64,2.617,52,1,0.015316,6.277,1
RUN-003221,W-RUN-003221,310.25,3.234,19.82,12.22,2.154,43,1,0.016039,3.89,1
RUN-003222,W-RUN-003222,796.66,3.221,25.47,11.12,2.315,33,2,0.014798,8.314,1
RUN-003223,W-RUN-003223,299.94,3.151,16.0,3.79,1.698,72,1,0.015124,4.984,1
RUN-003224,W-RUN-003224,315.87,3.257,16.54,11.48,1.987,48,2,0.016529,5.722,1
RUN-003225,W-RUN-003225,810.8,3.133,19.3,7.7,2.185,49,0,0.01597,4.53,1
RUN-003226,W-RUN-003226,296.52,3.232,20.78,7.39,1.553,49,0,0.014734,5.229,1
RUN-003227,W-RUN-003227,798.35,3.181,23.54,6.18,2.409,77,0,0.014905,4.299,1
RUN-003228,W-RUN-003228,813.92,3.255,19.74,15.15,3.096,56,4,0.016354,5.457,1
RUN-003229,W-RUN-003229,296.92,3.232,23.49,14.42,2.022,55,3,0.014644,8.302,1
RUN-003230,W-RUN-003230,797.37,3.194,20.8,10.47,3.089,59,0,0.014593,4.126,1
RUN-003231,W-RUN-003231,301.93,3.225,25.68,15.81,3.036,53,3,0.015068,3.578,1
RUN-003232,W-RUN-003232,298.26,3.286,16.03,7.3,1.125,43,4,0.014777,5.12,1
RUN-003233,W-RUN-003233,808.93,3.143,17.0,20.77,2.763,52,1,0.015877,4.077,1
RUN-003234,W-RUN-003234,312.73,3.196,21.73,13.5,2.96,53,1,0.016272,4.852,1
RUN-003235,W-RUN-003235,801.49,3.231,20.98,7.91,1.931,51,1,0.01535,5.713,1
RUN-003236,W-RUN-003236,793.29,3.21,18.41,11.9,2.139,30,3,0.014414,4.049,1
RUN-003237,W-RUN-003237,809.71,3.2,22.21,11.61,2.085,48,2,0.015965,5.432,1
RUN-003238,W-RUN-003238,308.33,3.252,22.22,18.38,3.408,27,2,0.015988,4.839,1
RUN-003239,W-RUN-003239,313.2,3.223,21.84,11.47,2.598,45,2,0.016405,3.547,1
RUN-003240,W-RUN-003240,297.73,3.215,12.74,4.98,2.153,48,1,0.014684,5.115,1
RUN-003241,W-RUN-003241,315.17,3.216,14.37,11.77,2.278,49,0,0.016325,3.133,1
RUN-003242,W-RUN-003242,801.65,3.198,19.93,19.6,3.052,57,1,0.015078,5.07,1
RUN-003243,W-RUN-003243,309.84,3.222,20.81,16.49,1.878,79,0,0.016053,6.56,1
RUN-003244,W-RUN-003244,305.55,3.139,22.76,8.98,2.039,60,1,0.015515,7.056,1
RUN-003245,W-RUN-003245,290.82,3.195,20.64,6.25,1.445,62,5,0.014056,5.367,1
RUN-003246,W-RUN-003246,818.96,3.171,20.87,7.87,2.285,31,0,0.016947,5.492,1
RUN-003247,W-RUN-003247,301.94,3.184,19.96,5.7,1.303,39,0,0.015024,6.446,1
RUN-003248,W-RUN-003248,320.17,3.217,21.14,8.46,1.763,56,1,0.016931,5.219,1
RUN-003249,W-RUN-003249,307.7,3.239,18.99,18.94,3.221,67,0,0.015784,7.309,1
RUN-003250,W-RUN-003250,824.82,3.297,22.83,14.31,2.344,67,3,0.01729,5.549,1
RUN-003251,W-RUN-003251,300.6,3.275,23.55,7.85,1.303,70,1,0.01495,4.305,1
RUN-003252,W-RUN-003252,299.82,3.225,24.1,12.14,2.018,57,0,0.015151,6.492,1
RUN-003253,W-RUN-003253,297.2,3.157,19.48,9.12,2.77,63,0,0.014778,6.94,1
RUN-003254,W-RUN-003254,306.47,3.227,16.36,17.65,3.184,67,0,0.015701,6.752,1
RUN-003255,W-RUN-003255,806.97,3.157,25.42,12.0,2.26,52,3,0.01569,5.626,1
RUN-003256,W-RUN-003256,312.06,3.196,17.68,17.61,2.252,49,0,0.016197,6.006,1
RUN-003257,W-RUN-003257,317.64,3.142,20.84,14.63,4.199,48,0,0.016784,7.541,1
RUN-003258,W-RUN-003258,299.14,3.21,17.29,24.03,2.216,89,1,0.014912,5.424,0
RUN-003259,W-RUN-003259,308.61,3.166,19.19,18.15,3.904,60,1,0.015862,5.54,1
RUN-003260,W-RUN-003260,798.81,3.282,17.55,17.18,3.568,33,2,0.014802,6.099,1
RUN-003261,W-RUN-003261,814.32,3.16,22.59,15.38,3.865,31,3,0.01645,5.86,1
RUN-003262,W-RUN-003262,312.17,3.169,20.92,15.25,2.346,48,0,0.016218,4.298,1
RUN-003263,W-RUN-003263,298.11,3.139,25.67,9.0,2.395,92,2,0.014899,3.99,0
RUN-003264,W-RUN-003264,293.6,3.228,16.63,5.29,2.134,56,1,0.014354,5.547,1
RUN-003265,W-RUN-003265,302.57,3.213,20.79,11.82,1.506,41,2,0.01521,4.116,1
RUN-003266,W-RUN-003266,804.12,3.256,29.19,10.0,2.536,50,1,0.01525,4.964,1
RUN-003267,W-RUN-003267,299.29,3.206,18.42,9.91,2.678,51,2,0.014941,0.617,1
RUN-003268,W-RUN-003268,305.48,3.17,22.36,12.22,1.594,51,0,0.015572,6.055,1
RUN-003269,W-RUN-003269,305.5,3.281,21.18,13.76,1.839,43,0,0.015509,6.458,1
RUN-003270,W-RUN-003270,299.88,3.239,17.47,15.07,3.291,82,2,0.015024,7.439,0
RUN-003271,W-RUN-003271,295.73,3.172,15.99,7.55,0.131,47,1,0.014591,2.545,1
RUN-003272,W-RUN-003272,308.0,3.179,24.07,7.92,2.299,74,0,0.015748,5.106,1
RUN-003273,W-RUN-003273,305.95,3.236,21.71,16.13,3.41,82,1,0.015511,7.999,0
RUN-003274,W-RUN-003274,807.11,3.193,25.33,16.43,3.621,66,3,0.015436,7.696,1
RUN-003275,W-RUN-003275,805.44,3.181,16.93,10.46,3.08,55,2,0.015491,6.489,1
RUN-003276,W-RUN-003276,322.44,3.216,19.21,13.22,0.818,51,0,0.017229,4.184,1
RUN-003277,W-RUN-003277,320.0,3.162,17.66,20.06,2.738,51,5,0.017072,6.078,1
RUN-003278,W-RUN-003278,297.05,3.142,15.3,6.07,1.724,57,0,0.014479,6.072,1
RUN-003279,W-RUN-003279,808.35,3.205,14.72,11.97,1.913,45,0,0.015725,5.198,1
RUN-003280,W-RUN-003280,319.12,3.174,20.16,18.5,3.054,54,1,0.01684,5.298,1
RUN-003281,W-RUN-003281,805.62,3.214,20.23,23.3,2.922,46,1,0.0155,5.121,1
RUN-003282,W-RUN-003282,309.87,3.206,20.49,15.18,2.862,64,1,0.016189,6.073,1
RUN-003283,W-RUN-003283,809.78,3.227,16.2,11.62,2.801,50,2,0.01595,5.349,1
RUN-003284,W-RUN-003284,807.85,3.235,18.85,11.02,3.937,36,0,0.015505,5.756,1
RUN-003285,W-RUN-003285,312.12,3.278,22.09,13.33,3.169,51,1,0.016267,4.358,1
RUN-003286,W-RUN-003286,817.82,3.204,22.97,12.12,1.847,48,0,0.016799,6.559,1
RUN-003287,W-RUN-003287,309.29,3.148,22.0,15.71,2.385,50,1,0.015745,6.352,1
RUN-003288,W-RUN-003288,814.36,3.173,20.93,17.52,3.335,65,0,0.01648,3.603,1
RUN-003289,W-RUN-003289,314.17,3.233,21.96,16.72,2.372,51,2,0.016328,5.649,1
RUN-003290,W-RUN-003290,305.52,3.225,19.94,12.74,2.317,60,2,0.015391,7.637,1
RUN-003291,W-RUN-003291,817.93,3.182,19.42,11.62,1.819,49,4,0.01687,3.403,1
RUN-003292,W-RUN-003292,318.24,3.151,25.15,12.41,3.672,55,2,0.016934,6.38,1
RUN-003293,W-RUN-003293,804.95,3.231,22.28,13.47,3.167,53,0,0.01542,6.804,1
RUN-003294,W-RUN-003294,300.14,3.254,18.18,23.29,2.919,75,0,0.015036,3.885,1
RUN-003295,W-RUN-003295,802.76,3.261,16.9,16.7,3.074,62,1,0.015239,5.135,1
RUN-003296,W-RUN-003296,799.59,3.244,18.67,14.04,2.419,55,2,0.015079,6.051,1
RUN-003297,W-RUN-003297,313.0,3.204,21.13,6.49,2.238,43,1,0.016213,6.443,1
RUN-003298,W-RUN-003298,814.07,3.182,17.44,16.37,3.639,42,2,0.016433,7.337,1
RUN-003299,W-RUN-003299,305.26,3.25,20.21,18.22,2.955,92,1,0.015505,4.363,0
RUN-003300,W-RUN-003300,311.63,3.24,22.32,16.79,3.769,60,3,0.016102,5.272,1
RUN-003301,W-RUN-003301,313.73,3.229,20.11,11.5,2.839,58,3,0.016346,6.498,1
RUN-003302,W-RUN-003302,312.37,3.33,16.61,21.31,2.725,47,0,0.016321,6.303,1
RUN-003303,W-RUN-003303,816.29,3.249,16.53,10.6,2.768,53,1,0.016562,6.678,1
RUN-003304,W-RUN-003304,294.98,3.263,24.18,12.88,1.658,54,3,0.01445,4.824,1
RUN-003305,W-RUN-003305,308.26,3.277,17.38,17.57,2.663,47,2,0.015837,2.99,1
RUN-003306,W-RUN-003306,293.87,3.181,15.62,6.7,1.175,42,2,0.014284,4.871,1
RUN-003307,W-RUN-003307,805.3,3.184,23.11,14.59,3.27,44,2,0.01561,5.327,1
RUN-003308,W-RUN-003308,300.87,3.201,22.42,10.94,2.276,59,2,0.01517,4.686,1
RUN-003309,W-RUN-003309,791.47,3.186,21.0,14.69,3.146,61,0,0.014143,4.618,1
RUN-003310,W-RUN-003310,323.57,3.18,12.39,21.49,4.261,53,2,0.017534,6.148,1
RUN-003311,W-RUN-003311,785.71,3.225,22.77,2.94,2.102,35,1,0.013625,3.414,1
RUN-003312,W-RUN-003312,300.62,3.199,22.87,10.32,1.628,64,1,0.015103,5.491,1
RUN-003313,W-RUN-003313,820.82,3.299,21.75,16.87,3.22,36,0,0.017147,5.957,1
RUN-003314,W-RUN-003314,808.73,3.278,18.4,2.63,2.014,60,0,0.015905,8.263,1
RUN-003315,W-RUN-003315,816.18,3.282,24.55,18.3,3.452,77,1,0.016655,4.661,1
RUN-003316,W-RUN-003316,806.37,3.209,25.03,20.7,3.603,63,3,0.015863,6.099,1
RUN-003317,W-RUN-003317,329.29,3.229,18.02,20.84,3.459,46,2,0.018047,4.223,1
RUN-003318,W-RUN-003318,813.6,3.254,20.35,19.72,2.625,57,1,0.016275,3.634,1
RUN-003319,W-RUN-003319,823.95,3.171,24.28,14.57,3.178,44,2,0.017381,3.459,1
RUN-003320,W-RUN-003320,790.82,3.212,18.23,22.33,4.037,38,2,0.014257,4.66,1
RUN-003321,W-RUN-003321,307.77,3.232,18.5,12.46,2.337,85,2,0.015675,5.363,0
RUN-003322,W-RUN-003322,811.74,3.171,17.51,7.15,2.318,27,3,0.016154,5.983,1
RUN-003323,W-RUN-003323,820.64,3.247,21.03,14.25,3.155,62,2,0.017075,5.787,1
RUN-003324,W-RUN-003324,809.51,3.193,25.57,14.7,2.569,44,3,0.016024,10.88,1
RUN-003325,W-RUN-003325,318.31,3.302,23.42,8.14,2.027,47,4,0.016824,6.327,1
RUN-003326,W-RUN-003326,814.77,3.147,17.48,16.1,2.584,49,4,0.016494,4.289,1
RUN-003327,W-RUN-003327,319.56,3.206,18.73,17.45,4.181,49,2,0.017022,3.871,1
RUN-003328,W-RUN-003328,816.86,3.132,18.58,10.86,3.673,44,2,0.016759,4.301,1
RUN-003329,W-RUN-003329,826.55,3.192,20.53,17.53,3.305,33,1,0.017662,3.008,1
RUN-003330,W-RUN-003330,327.97,3.232,15.86,17.44,2.823,93,0,0.017766,3.533,0
RUN-003331,W-RUN-003331,297.63,3.207,16.0,20.03,2.986,51,1,0.014932,7.169,1
RUN-003332,W-RUN-003332,301.16,3.226,22.55,2.52,0.794,42,4,0.014971,5.38,1
RUN-003333,W-RUN-003333,814.74,3.172,18.72,9.31,2.994,61,2,0.01666,6.66,1
RUN-003334,W-RUN-003334,828.65,3.242,21.44,18.36,4.253,56,1,0.017918,4.917,1
RUN-003335,W-RUN-003335,801.35,3.21,23.79,11.48,2.223,45,2,0.014958,5.868,1
RUN-003336,W-RUN-003336,818.69,3.165,21.22,22.09,3.238,45,1,0.01683,6.557,1
RUN-003337,W-RUN-003337,317.81,3.205,26.65,16.99,3.27,46,0,0.016713,4.731,1
RUN-003338,W-RUN-003338,792.94,3.246,18.04,13.97,3.5,35,1,0.014316,4.061,1
RUN-003339,W-RUN-003339,306.9,3.212,18.77,18.02,2.35,62,1,0.015681,3.01,1
RUN-003340,W-RUN-003340,311.77,3.187,20.98,18.03,3.758,52,2,0.016303,4.95,1
RUN-003341,W-RUN-003341,820.92,3.16,19.5,13.28,3.19,47,0,0.017175,5.173,1
RUN-003342,W-RUN-003342,314.8,3.203,23.16,14.65,2.375,57,3,0.016319,5.085,1
RUN-003343,W-RUN-003343,303.63,3.191,23.95,14.06,2.993,55,1,0.015167,7.292,1
RUN-003344,W-RUN-003344,304.45,3.216,21.52,10.56,0.834,46,1,0.01551,5.947,1
RUN-003345,W-RUN-003345,819.84,3.219,21.88,15.8,3.476,59,2,0.016988,4.698,1
RUN-003346,W-RUN-003346,304.69,3.249,17.26,15.49,2.604,53,0,0.015483,4.356,1
RUN-003347,W-RUN-003347,309.45,3.284,23.01,17.93,3.052,78,1,0.015754,6.726,1
RUN-003348,W-RUN-003348,306.65,3.182,18.44,10.22,1.662,57,3,0.015621,3.047,1
RUN-003349,W-RUN-003349,318.78,3.238,18.78,21.04,3.457,50,2,0.016955,4.286,1
RUN-003350,W-RUN-003350,313.88,3.191,18.67,20.11,3.643,49,0,0.016249,5.533,1
RUN-003351,W-RUN-003351,309.36,3.304,27.97,17.38,3.558,74,2,0.01584,6.62,1
RUN-003352,W-RUN-003352,806.46,3.258,21.31,16.62,2.821,51,2,0.015724,1.345,1
RUN-003353,W-RUN-003353,799.61,3.188,23.18,14.74,2.998,43,3,0.015036,5.554,1
RUN-003354,W-RUN-003354,314.56,3.254,13.22,7.43,2.592,60,2,0.016385,5.104,1
RUN-003355,W-RUN-003355,792.71,3.199,19.03,15.98,2.285,49,2,0.014207,8.414,1
RUN-003356,W-RUN-003356,311.71,3.193,22.9,16.19,3.649,45,4,0.016186,5.348,1
RUN-003357,W-RUN-003357,290.97,3.205,22.56,13.47,2.199,42,2,0.014094,5.365,1
RUN-003358,W-RUN-003358,302.98,3.174,19.03,7.84,2.607,35,1,0.015196,4.726,1
RUN-003359,W-RUN-003359,782.0,3.207,20.05,13.4,2.476,58,5,0.013431,5.011,1
RUN-003360,W-RUN-003360,820.05,3.226,20.93,16.8,3.257,64,2,0.017032,6.554,1
RUN-003361,W-RUN-003361,312.39,3.203,16.86,10.64,2.024,64,0,0.016331,5.796,1
RUN-003362,W-RUN-003362,319.99,3.254,24.39,14.87,2.612,54,2,0.017081,3.73,1
RUN-003363,W-RUN-003363,796.54,3.257,20.26,8.16,1.899,45,0,0.014742,9.602,1
RUN-003364,W-RUN-003364,304.82,3.224,17.87,20.61,3.88,38,1,0.015476,5.791,1
RUN-003365,W-RUN-003365,300.26,3.223,17.92,18.16,2.727,55,1,0.015152,4.817,1
RUN-003366,W-RUN-003366,305.15,3.225,22.23,13.1,1.796,54,2,0.015662,2.674,1
RUN-003367,W-RUN-003367,313.7,3.182,17.95,15.18,1.208,43,1,0.016449,5.214,1
RUN-003368,W-RUN-003368,313.36,3.231,20.29,15.08,1.989,72,0,0.016271,7.361,1
RUN-003369,W-RUN-003369,308.78,3.297,22.82,11.25,3.047,60,1,0.015867,4.223,1
RUN-003370,W-RUN-003370,824.15,3.218,22.07,20.76,4.306,55,1,0.017399,5.231,1
RUN-003371,W-RUN-003371,310.49,3.251,18.83,8.25,2.354,54,2,0.016121,6.055,1
RUN-003372,W-RUN-003372,320.76,3.236,20.23,15.56,2.712,46,4,0.01712,5.7,1
RUN-003373,W-RUN-003373,321.7,3.133,21.9,15.32,3.192,50,0,0.017282,4.757,1
RUN-003374,W-RUN-003374,308.01,3.215,17.79,15.77,3.102,49,2,0.015786,3.106,1
RUN-003375,W-RUN-003375,311.0,3.253,20.7,14.01,2.98,57,0,0.01624,7.158,1
RUN-003376,W-RUN-003376,812.29,3.253,18.99,14.19,3.537,76,1,0.016216,6.973,1
RUN-003377,W-RUN-003377,802.11,3.334,18.6,20.5,3.794,66,1,0.01509,6.181,1
RUN-003378,W-RUN-003378,304.63,3.226,20.35,13.45,2.603,74,2,0.015533,3.398,1
RUN-003379,W-RUN-003379,307.35,3.288,21.3,16.21,3.559,71,0,0.015686,4.919,1
RUN-003380,W-RUN-003380,818.22,3.219,18.26,13.34,3.881,56,1,0.016955,5.846,1
